profil	temps_virtuel	jalon	cycle	age	GR	dynasties	legitimite	ruines
lecteur	10j 15h 39m	Age : Conscience planétaire · XI	253	Conscience planétaire · XI	10	359	129.5B	301.7Qi
lecteur	10j 15h 48m	Age : Singularité · XI	256	Singularité · XI	10	360	218.3B	14.3Qa
lecteur	10j 15h 58m	Age : Conscience planétaire	259	Conscience planétaire	10	361	220.0B	16.3Qa
lecteur	10j 16h 20m	Age : Noosphère	266	Noosphère	10	363	224.6B	566.9Qi
lecteur	10j 16h 45m	Age : Noosphère · II	274	Noosphère · II	10	365	498.1B	1.05Sx
lecteur	10j 17h 6m	Age : Conscience planétaire · II	281	Conscience planétaire · II	10	367	876.6B	18.4Qa
lecteur	10j 17h 22m	Age : Noosphère · III	286	Noosphère · III	10	368	1.10T	1.92Sx
lecteur	10j 17h 56m	Age : Conscience planétaire · III	297	Conscience planétaire · III	10	371	1.93T	29.0Qa
lecteur	10j 18h 37m	Age : Noosphère · IV	310	Noosphère · IV	10	374	2.96T	4.06Sx
lecteur	10j 19h 24m	Age : Conscience planétaire · IV	325	Conscience planétaire · IV	10	378	4.66T	48.1Qa
lecteur	10j 20h 30m	Age : Noosphère · V	346	Noosphère · V	10	383	7.25T	7.98Sx
lecteur	10j 23h 38m	Age : Noosphère · X	407	Noosphère · X	10	398	18.0T	120.9Sp
lecteur	10j 23h 39m	Age : Noosphère · XI	407	Noosphère · XI	10	398	18.0T	120.9Sp
lecteur	10j 23h 40m	Age : Essaim orbital	407	Essaim orbital	10	398	18.0T	120.9Sp
lecteur	10j 23h 41m	Age : Essaim orbital · II	407	Essaim orbital · II	10	398	18.0T	120.9Sp
lecteur	10j 23h 53m	Age : Noosphère · VI	411	Noosphère · VI	10	399	41.0T	49.4Sx
lecteur	10j 23h 54m	Age : Noosphère · VII	411	Noosphère · VII	10	399	41.0T	49.4Sx
lecteur	11j 0h 38m	Age : Essaim orbital · III	425	Essaim orbital · III	10	402	74.3T	304.8Sp
lecteur	11j 0h 55m	Age : Essaim orbital · IV	430	Essaim orbital · IV	10	403	117.7T	550.0Sp
lecteur	11j 1h 7m	Age : Noosphère · VIII	434	Noosphère · VIII	10	404	176.1T	90.0Sx
lecteur	11j 1h 24m	Age : Noosphère · IX	439	Noosphère · IX	10	405	246.8T	191.5Sx
lecteur	11j 1h 59m	Age : Essaim orbital · V	450	Essaim orbital · V	10	407	406.5T	1.65Oc
lecteur	11j 3h 2m	Age : Essaim orbital · VI	470	Essaim orbital · VI	10	411	880.6T	3.27Oc
lecteur	11j 5h 10m	Age : Essaim orbital · VII	510	Essaim orbital · VII	10	419	2.39Qa	7.89Oc
lecteur	11j 8h 37m	Age : Essaim orbital · VIII	575	Essaim orbital · VIII	10	432	6.44Qa	22.3Oc
lecteur	11j 9h 9m	Age : Essaim orbital · X	586	Essaim orbital · X	10	434	7.22Qa	26.7No
lecteur	11j 9h 10m	Age : Essaim orbital · XI	586	Essaim orbital · XI	10	434	7.22Qa	26.7No
lecteur	11j 9h 11m	Age : Sphère de Dyson	586	Sphère de Dyson	10	434	7.22Qa	26.7No
lecteur	11j 9h 12m	Age : Sphère de Dyson · II	586	Sphère de Dyson · II	10	434	7.22Qa	26.7No
lecteur	11j 10h 3m	Age : Essaim orbital · IX	602	Essaim orbital · IX	10	437	22.5Qa	58.0Oc
lecteur	11j 10h 41m	Age : Sphère de Dyson · III	614	Sphère de Dyson · III	10	439	32.2Qa	117.5No
lecteur	11j 11h 19m	Age : Sphère de Dyson · IV	626	Sphère de Dyson · IV	10	441	58.9Qa	211.9No
chasseur_meta	0m 0s	Age : Campement	0	Campement	0	0	0.0	0.0
chasseur_meta	1m 20s	Age : Grand Feu	0	Grand Feu	0	0	0.0	0.0
chasseur_meta	3m 20s	Age : Abris	0	Abris	0	0	0.0	0.0
chasseur_meta	14m 0s	Age : Clans	0	Clans	0	0	0.0	0.0
chasseur_meta	50m 0s	Age : Maîtrise du bois	0	Maîtrise du bois	0	0	0.0	0.0
chasseur_meta	2h 36m	Age : Hameau	0	Hameau	0	0	0.0	0.0
chasseur_meta	16h 29m	Dynastie 1 fondee	14	Campement	0	1	2.0	0.0
chasseur_meta	1j 5h 45m	Age : Hameau protégé	105	Hameau protégé	0	6	4.6	692
chasseur_meta	1j 11h 10m	Age : Village	161	Village	0	9	9.8	1.85K
chasseur_meta	1j 11h 11m	Dynastie 10 fondee	162	Campement	0	10	28	0.0
chasseur_meta	1j 13h 1m	Age : Les Entrepôts	180	Les Entrepôts	0	11	47	4.45K
chasseur_meta	1j 15h 17m	Age : Bourg agricole	206	Bourg agricole	0	13	94	7.58K
chasseur_meta	1j 18h 14m	Age : Bourg des artisans	236	Bourg des artisans	0	17	221	24.0K
chasseur_meta	1j 18h 14m	Age : Bourg marchand	236	Bourg marchand	0	17	221	24.0K
chasseur_meta	1j 19h 23m	Grand Reset 1	0	Campement	1	19	18	0.0
chasseur_meta	2j 3h 36m	Acte I (Fondation) complete	7	Abris	1	19	17	5.70K
chasseur_meta	2j 3h 41m	Acte II (Domination) complete	10	Campement	1	19	17	5.73K
chasseur_meta	2j 15h 37m	Age : Cité marchande	150	Cité marchande	1	42	273	243.5K
chasseur_meta	2j 17h 12m	Age : Cité commerciale	166	Cité commerciale	1	45	569	553.4K
chasseur_meta	3j 0h 53m	Grand Reset 3	0	Campement	3	76	38	0.0
chasseur_meta	3j 7h 33m	Age : Cité portuaire	85	Cité portuaire	3	107	1.80K	1.91M
chasseur_meta	3j 13h 55m	Age : Cité fortifiée	77	Cité fortifiée	4	146	4.72K	2.33M
chasseur_meta	3j 13h 59m	Age : Cité administrative	78	Cité administrative	4	146	4.72K	12.0M
chasseur_meta	3j 14h 0m	Grand Reset 5	0	Campement	5	147	1.18K	0.0
chasseur_meta	3j 22h 12m	Age : Principauté	29	Principauté	5	175	4.65K	1.32M
chasseur_meta	4j 15h 11m	Age : Principauté marchande	9	Principauté marchande	7	228	25.3K	0.0
chasseur_meta	4j 23h 40m	Age : Royaume	40	Royaume	8	276	28.8K	32.1M
chasseur_meta	4j 23h 49m	Arbre de Ruines complet	43	Campement	8	278	60.7K	0.0
chasseur_meta	6j 0h 54m	Age : Royaume diplomate	1	Royaume diplomate	9	280	69.2K	0.0
chasseur_meta	6j 7h 55m	Grand Reset 10	0	Campement	10	281	5.03K	0.0
chasseur_meta	7j 11h 32m	Age : Royaume savant	5	Royaume savant	10	286	564.6K	0.0
chasseur_meta	7j 15h 42m	Age : Royaume conquérant	8	Royaume conquérant	10	289	1.09M	0.0
chasseur_meta	7j 21h 38m	Age : Empire naissant	48	Empire naissant	10	328	2.09M	557.4M
chasseur_meta	8j 1h 5m	Age : Mégalopole	115	Mégalopole	10	361	17.5M	56.5T
chasseur_meta	8j 1h 6m	Age : Mégalopole stratifiée	115	Mégalopole stratifiée	10	361	17.5M	56.5T
chasseur_meta	8j 1h 7m	Age : Réseau continental	115	Réseau continental	10	361	17.5M	56.5T
chasseur_meta	8j 1h 13m	Age : Empire provincial	117	Empire provincial	10	362	64.4M	653.6M
chasseur_meta	8j 1h 22m	Age : Machination	120	Machination	10	363	65.3M	107.2T
chasseur_meta	8j 1h 29m	Age : Empire	122	Empire	10	364	143.6M	963.9M
chasseur_meta	8j 1h 38m	Age : Singularité	125	Singularité	10	365	144.7M	161.3T
chasseur_meta	8j 1h 56m	Age : Singularité · II	131	Singularité · II	10	367	384.8M	381.3T
chasseur_meta	8j 2h 2m	Age : Capitale impériale	133	Capitale impériale	10	368	544.9M	1.35B
chasseur_meta	8j 2h 5m	Age : Singularité · III	134	Singularité · III	10	368	544.9M	428.1T
chasseur_meta	8j 2h 33m	Age : Singularité · IV	143	Singularité · IV	10	371	1.16B	684.6T
chasseur_meta	8j 3h 9m	Age : Singularité · V	155	Singularité · V	10	375	2.25B	1.00Qa
chasseur_meta	8j 3h 33m	Age : Capitale monumentale	163	Capitale monumentale	10	378	3.26B	2.56B
chasseur_meta	8j 4h 22m	Age : Singularité · VI	179	Singularité · VI	10	383	5.18B	1.63Qa
chasseur_meta	8j 5h 34m	Age : Singularité · VII	203	Singularité · VII	10	391	8.99B	2.24Qa
chasseur_meta	8j 7h 20m	Age : Agglomération impériale	238	Agglomération impériale	10	403	16.1B	4.34B
chasseur_meta	8j 7h 24m	Age : Conscience planétaire · V	240	Conscience planétaire · V	10	403	16.1B	67.5Qi
chasseur_meta	8j 7h 25m	Age : Conscience planétaire · VI	240	Conscience planétaire · VI	10	403	16.1B	67.5Qi
chasseur_meta	8j 7h 26m	Age : Conscience planétaire · VII	240	Conscience planétaire · VII	10	403	16.1B	67.5Qi
chasseur_meta	8j 7h 26m	Age : Conscience planétaire · VIII	240	Conscience planétaire · VIII	10	403	16.1B	67.5Qi
chasseur_meta	8j 7h 35m	Age : Singularité · VIII	243	Singularité · VIII	10	404	45.2B	5.78Qa
chasseur_meta	8j 7h 35m	Age : Singularité · IX	243	Singularité · IX	10	404	45.2B	5.78Qa
chasseur_meta	8j 7h 57m	Age : Conscience planétaire · IX	250	Conscience planétaire · IX	10	406	47.3B	156.0Qi
chasseur_meta	8j 8h 6m	Age : Singularité · X	253	Singularité · X	10	407	97.4B	6.80Qa
chasseur_meta	8j 8h 9m	Age : Conscience planétaire · X	254	Conscience planétaire · X	10	407	97.4B	270.2Qi
chasseur_meta	8j 8h 15m	Age : Métropole	256	Métropole	10	408	166.6B	7.62B
chasseur_meta	8j 8h 21m	Age : Conscience planétaire · XI	258	Conscience planétaire · XI	10	408	166.6B	406.1Qi
chasseur_meta	8j 8h 30m	Age : Singularité · XI	261	Singularité · XI	10	409	254.6B	11.9Qa
chasseur_meta	8j 8h 45m	Age : Noosphère	266	Noosphère	10	410	360.9B	739.0Qi
chasseur_meta	8j 8h 54m	Age : Conscience planétaire	269	Conscience planétaire	10	411	485.9B	17.4Qa
chasseur_meta	8j 9h 21m	Age : Noosphère · II	278	Noosphère · II	10	413	788.5B	1.34Sx
chasseur_meta	8j 9h 42m	Age : Conscience planétaire · II	285	Conscience planétaire · II	10	415	1.16T	28.8Qa
chasseur_meta	8j 10h 34m	Age : Noosphère · III	302	Noosphère · III	10	419	2.10T	2.80Sx
chasseur_meta	8j 11h 7m	Age : Conscience planétaire · III	313	Conscience planétaire · III	10	422	2.96T	49.4Qa
chasseur_meta	8j 12h 34m	Age : Noosphère · IV	342	Noosphère · IV	10	429	5.50T	5.81Sx
chasseur_meta	8j 13h 20m	Age : Conscience planétaire · IV	357	Conscience planétaire · IV	10	433	7.26T	83.0Qa
chasseur_meta	8j 15h 37m	Age : Noosphère · IX	403	Noosphère · IX	10	444	13.2T	61.3Sp
chasseur_meta	8j 15h 37m	Age : Noosphère · XI	403	Noosphère · XI	10	444	13.2T	61.3Sp
chasseur_meta	8j 15h 39m	Age : Essaim orbital	403	Essaim orbital	10	444	13.2T	61.3Sp
chasseur_meta	8j 15h 50m	Age : Noosphère · V	407	Noosphère · V	10	445	27.0T	22.8Sx
chasseur_meta	8j 15h 52m	Age : Noosphère · X	408	Noosphère · X	10	445	27.0T	105.3Sp
chasseur_meta	8j 16h 6m	Age : Noosphère · VI	412	Noosphère · VI	10	446	47.1T	29.6Sx
